no,id,group,firstParti,sndParti,gender,age,residentArea,maritalStatus,children,occupation,education,covidInfecRecord,vaccRecord1stSurvey,vaccReservation,device,start_time,end_time,time
3683,atBqNx0G2ThD,18,,,1,71,14,1,2,14,6,2,3,2,4,2021-08-28 20:16:12,2021-08-28 20:17:44,2
3698,o60yqskqKQUT,8,,,2,36,14,2,1,4,6,2,3,1,4,2021-08-28 20:17:54,2021-08-28 20:18:26,1
3704,lV9kw1mAJa58,24,,,2,70,1,2,1,14,2,2,3,2,1,2021-08-28 20:18:43,2021-08-28 20:20:05,1
3706,qDDhd9YW5Cr6,8,,,2,36,23,1,2,9,6,2,3,1,1,2021-08-28 20:18:48,2021-08-28 20:19:40,1
3713,doWlMxGyRMOM,12,,,2,70,12,2,1,12,6,2,3,1,1,2021-08-28 20:19:16,2021-08-28 20:20:27,1
3730,4yggSeKYJA4Y,16,,,1,50,14,1,2,2,7,2,3,2,5,2021-08-28 20:20:50,2021-08-28 20:21:40,1
3736,mLpdbeXP8Clu,1,,,1,26,12,1,2,1,6,2,3,1,4,2021-08-28 20:22:05,2021-08-28 20:22:45,1
3738,OAtFqKsmZUg9,16,,,1,51,42,1,2,14,4,2,3,2,1,2021-08-28 20:22:11,2021-08-28 20:23:29,1
3751,JAnh3KJ0fSWA,21,,,2,47,13,2,2,12,2,2,3,2,4,2021-08-28 20:23:43,2021-08-28 20:25:50,2
3764,9wyZV50dyY46,22,,,2,52,13,3,2,15,5,2,3,2,2,2021-08-28 20:25:14,2021-08-28 20:27:07,2
3765,BRCN85SldfkZ,18,,,1,71,26,2,1,14,6,2,3,2,5,2021-08-28 20:25:15,2021-08-28 20:26:04,1
3785,iTcNjKPy8bnS,4,,,1,53,30,2,1,2,2,2,3,1,1,2021-08-28 20:27:48,2021-08-28 20:28:51,1
3793,XlUySSYNxlFw,4,,,1,50,46,2,1,1,6,2,3,1,5,2021-08-28 20:29:03,2021-08-28 20:29:42,1
3808,XaYYmjaixacI,22,,,2,56,27,1,2,14,4,2,3,2,1,2021-08-28 20:30:23,2021-08-28 20:31:18,1
3810,UmT9JhtKjBgO,8,,,2,38,27,1,2,1,4,2,3,1,1,2021-08-28 20:30:26,2021-08-28 20:31:55,1
3830,AdPV1jwxMArS,3,,,1,47,32,2,1,1,3,2,3,1,1,2021-08-28 20:32:25,2021-08-28 20:33:06,1
3832,xsqqYHZMdSaQ,17,,,1,67,13,2,1,2,6,2,3,2,1,2021-08-28 20:32:40,2021-08-28 20:36:02,3
3834,cwbQpzJJ4qVQ,8,,,2,32,20,2,2,12,6,2,3,1,1,2021-08-28 20:32:51,2021-08-28 20:33:35,1
3836,R6XZJN3JG0UU,12,,,2,72,40,1,2,14,2,2,3,1,4,2021-08-28 20:33:00,2021-08-28 20:34:23,1
3844,M4VGE9ArIGHE,17,,,1,60,28,2,1,1,6,2,3,2,5,2021-08-28 20:33:48,2021-08-28 20:35:32,2
3857,2iyiEwK3e62I,9,,,2,47,14,2,1,12,4,2,3,1,1,2021-08-28 20:35:50,2021-08-28 20:36:44,1
3877,Ru3aur61ZXPr,15,,,1,46,17,1,2,1,6,2,3,2,5,2021-08-28 20:38:02,2021-08-28 20:38:46,1
3893,QnU2bgxmUE9C,9,,,2,46,24,2,1,6,2,2,3,1,1,2021-08-28 20:39:58,2021-08-28 20:40:48,1
3899,JAnIt4KztDIO,7,,,2,26,12,1,2,1,4,2,3,1,1,2021-08-28 20:40:00,2021-08-28 20:40:44,1
3904,WcLatscJOw6y,17,,,1,62,24,2,1,1,2,2,3,2,4,2021-08-28 20:41:19,2021-08-28 20:42:05,1
3922,WWFlQSKpLvRb,22,,,2,52,23,2,2,2,5,2,3,2,1,2021-08-28 20:43:42,2021-08-28 20:44:34,1
3935,qLoBFFPgJZrz,18,,,1,70,14,1,2,14,7,2,3,2,5,2021-08-28 20:45:29,2021-08-28 20:46:36,1
3960,UwJkckjaf3hn,1,,,1,25,11,2,2,1,6,2,3,1,1,2021-08-28 20:48:02,2021-08-28 20:50:21,2
3961,j5lxlavM1LF6,4,,,1,50,29,2,1,1,6,2,3,1,1,2021-08-28 20:48:07,2021-08-28 20:58:03,10
3967,892xNBWDP9g1,1,,,1,26,11,1,2,1,6,2,3,1,1,2021-08-28 20:48:42,2021-08-28 20:49:27,1
3974,nG0IAc5M4HfA,22,,,2,58,13,1,2,3,6,2,3,2,1,2021-08-28 20:49:54,2021-08-28 21:07:15,17
3997,fhEa4cQyZrVX,22,,,2,54,27,2,2,12,6,2,3,2,4,2021-08-28 20:53:36,2021-08-28 20:54:28,1
4027,4eP7UvBohj5A,18,,,1,72,28,2,1,10,2,2,3,2,5,2021-08-28 20:56:55,2021-08-28 20:57:49,1
4047,bqUGO3ETvH78,1,,,1,29,21,1,2,1,6,2,3,1,1,2021-08-28 20:59:25,2021-08-28 21:00:05,1
4056,b3mIffvcm7Sn,24,,,2,71,13,2,1,12,4,2,3,2,5,2021-08-28 20:59:55,2021-08-28 21:01:16,1
4062,c8nmt7RtiBwj,1,,,1,25,45,1,2,11,2,2,3,1,1,2021-08-28 21:00:56,2021-08-28 21:02:45,2
4066,KQzs3wTHoR78,24,,,2,71,27,2,1,15,2,2,3,2,1,2021-08-28 21:01:29,2021-08-28 21:02:28,1
4074,L7Zt7uXgfGKD,22,,,2,51,28,2,1,1,5,2,3,2,4,2021-08-28 21:02:40,2021-08-28 21:03:35,1
4075,bNTzdQgex2sd,5,,,1,60,27,3,1,1,7,2,3,1,1,2021-08-28 21:02:41,2021-08-28 21:04:51,2
4080,ZDU2wwnZd25c,5,,,1,61,12,1,2,14,6,2,3,1,1,2021-08-28 21:03:19,2021-08-28 21:04:39,1
4093,YL1vblvkwntP,18,,,1,76,23,3,2,14,1,2,3,2,1,2021-08-28 21:05:06,2021-08-28 21:08:27,3
4101,l9SRxyHJ51JB,11,,,2,60,1,2,1,12,5,2,3,1,1,2021-08-28 21:06:06,2021-08-28 21:08:03,2
4115,hwMFNNgczGlt,3,,,1,42,28,2,1,1,6,2,3,1,1,2021-08-28 21:07:51,2021-08-28 21:08:32,1
4129,G9pYVWWjhonn,4,,,1,58,19,2,1,5,6,2,3,1,2,2021-08-28 21:09:25,2021-08-28 21:10:40,1
4136,qLjH8bBzloIs,3,,,1,42,2,1,1,1,4,2,3,1,4,2021-08-28 21:10:17,2021-08-28 21:10:50,1
4151,1Fv33Rg3pkx2,1,,,1,26,12,1,2,1,6,2,3,1,4,2021-08-28 21:11:56,2021-08-28 21:12:22,0
4152,8oU2fOBjdMo0,22,,,2,51,13,2,2,9,6,2,3,2,1,2021-08-28 21:12:16,2021-08-28 21:12:56,1
4164,gOE6uZcHcPWv,18,,,1,73,34,3,2,14,2,2,3,2,1,2021-08-28 21:14:24,2021-08-28 21:17:01,3
4175,UvOx81pl3gy2,10,,,2,51,23,2,1,11,2,2,3,1,4,2021-08-28 21:15:38,2021-08-28 21:19:46,4
4178,DEPXQqn5piGm,21,,,2,46,21,1,2,10,6,2,3,2,4,2021-08-28 21:15:49,2021-08-28 21:17:42,2
4181,9u5li8IrAC9q,24,,,2,74,27,2,2,12,2,2,3,2,4,2021-08-28 21:15:58,2021-08-28 21:17:25,1
4183,8I7VIfl0ML93,1,,,1,28,23,1,2,1,1,2,3,1,1,2021-08-28 21:16:11,2021-08-28 21:17:20,1
4184,pWXzUsCHowy5,24,,,2,73,13,1,1,14,6,2,3,2,5,2021-08-28 21:16:16,2021-08-28 21:17:05,1
4213,TXqi9lyPgWm8,24,,,2,78,16,3,1,14,1,2,3,2,4,2021-08-28 21:19:38,2021-08-28 21:20:52,1
4237,e8NmgM27l6Xq,2,,,1,37,7,3,2,1,6,2,3,1,1,2021-08-28 21:23:10,2021-08-28 21:23:49,1
4239,NaQAUykW25oI,24,,,2,77,23,2,1,2,6,2,3,2,5,2021-08-28 21:23:30,2021-08-28 21:25:55,2
4258,yXWix7U6bL3c,1,,,1,28,26,1,2,1,6,2,3,1,1,2021-08-28 21:26:44,2021-08-28 21:28:13,1
4277,YjgNCmYJoIwn,1,,,1,29,13,1,2,11,4,2,3,1,1,2021-08-28 21:30:03,2021-08-28 21:49:55,20
4279,ITf3BfAtH8UI,10,,,2,54,31,3,1,1,2,2,3,1,1,2021-08-28 21:30:53,2021-08-28 21:32:20,1
4287,4d7Aw10mO4gS,1,,,1,26,2,1,2,14,7,2,3,1,4,2021-08-28 21:32:48,2021-08-28 21:33:37,1
4293,iQk8DEaIU1Bg,24,,,2,70,34,2,1,12,6,2,3,2,4,2021-08-28 21:33:14,2021-08-28 21:34:23,1
4300,ION8pA1bbJIE,21,,,2,43,13,2,1,12,5,2,3,2,1,2021-08-28 21:34:18,2021-08-28 21:35:04,1
4303,WxJSCq4Ftm5A,1,,,1,29,4,1,2,4,6,2,3,1,1,2021-08-28 21:35:39,2021-08-28 21:37:58,2
4316,zRDg5gXHKEqJ,2,,,1,34,40,1,2,1,6,2,3,1,4,2021-08-28 21:36:59,2021-08-28 21:37:44,1
4322,MDcQ0uHUZdps,11,,,2,69,22,3,1,14,2,2,3,1,4,2021-08-28 21:38:05,2021-08-28 21:39:29,1
4345,RE1FpPnTfSyK,22,,,2,58,33,2,2,12,2,2,3,2,4,2021-08-28 21:43:13,2021-08-28 21:44:04,1
4351,o5wC8DlTpyAf,2,,,1,36,4,1,2,1,6,2,3,1,1,2021-08-28 21:44:25,2021-08-28 21:45:34,1
4381,42FB4PPteC19,18,,,1,78,33,2,1,14,6,2,3,2,5,2021-08-28 21:49:31,2021-08-28 21:50:03,1
4390,EJYSWwmFKZ8y,10,,,2,59,13,2,2,12,5,2,3,1,2,2021-08-28 21:51:33,2021-08-28 21:52:28,1
4453,FtAaAZN4dH1G,18,,,1,71,40,2,1,14,2,2,3,2,4,2021-08-28 22:00:36,2021-08-28 22:03:06,3
4469,d40t4OowedKU,18,,,1,70,22,2,1,14,2,2,3,2,1,2021-08-28 22:04:44,2021-08-28 22:06:46,2
4485,ibRdGPlZZI8z,11,,,2,62,14,1,2,7,6,2,3,1,5,2021-08-28 22:07:39,2021-08-28 22:08:13,1
4499,tdhjaFUZuSts,11,,,2,62,28,2,2,12,1,2,3,1,5,2021-08-28 22:09:41,2021-08-28 22:10:29,1
4506,KNcdoIxS1Eqx,1,,,1,28,27,1,2,1,6,2,3,1,4,2021-08-28 22:10:59,2021-08-28 22:19:37,9
4509,A9MfmYH01tuZ,21,,,2,49,27,2,2,12,6,2,3,2,1,2021-08-28 22:11:29,2021-08-28 22:32:12,21
4511,LvXSls438XnA,7,,,2,20,13,1,2,13,3,2,3,1,1,2021-08-28 22:11:52,2021-08-28 22:12:43,1
4518,bBJjt3zt5uku,15,,,1,45,13,1,2,14,6,2,3,2,1,2021-08-28 22:12:45,2021-08-28 22:15:13,2
4519,vvq0NlaqIu0O,10,,,2,51,20,3,1,1,2,2,3,1,2,2021-08-28 22:13:15,2021-08-28 22:14:04,1
4535,CNXJ5fztpEXN,11,,,2,62,20,2,1,12,5,2,3,1,1,2021-08-28 22:15:41,2021-08-28 22:17:40,2
4553,OahMUvsFXHQy,2,,,1,37,8,1,2,1,6,2,3,1,1,2021-08-28 22:19:31,2021-08-28 22:20:45,1
4577,HMe2f2gbBsGv,4,,,1,59,25,3,1,1,4,2,3,1,1,2021-08-28 22:24:38,2021-08-28 22:25:49,1
4596,ke9KgusWTlZH,1,,,1,29,3,2,2,1,6,2,3,1,1,2021-08-28 22:29:29,2021-08-28 22:30:22,1
4607,dsNkxufX6bqS,18,,,1,72,34,1,2,11,6,2,3,2,4,2021-08-28 22:31:10,2021-08-28 22:32:31,1
4613,IcwbArRE2gPv,18,,,1,74,11,2,1,14,6,2,3,2,4,2021-08-28 22:32:06,2021-08-28 22:33:23,1
4626,fiGQiKJeZWjD,10,,,2,58,26,2,1,1,6,2,3,1,5,2021-08-28 22:35:46,2021-08-28 22:37:07,1
4629,sobP6sQ1PUvx,1,,,1,26,24,1,2,1,2,2,3,1,5,2021-08-28 22:36:09,2021-08-28 22:36:50,1
4637,knlX7DpWpwpv,4,,,1,56,14,2,1,2,6,2,3,1,5,2021-08-28 22:37:21,2021-08-28 22:37:59,1
4661,AzdiXqHVjL5k,1,,,1,25,11,2,1,1,2,2,3,1,1,2021-08-28 22:43:05,2021-08-28 22:43:59,1
4662,HohJfSBbsmbX,22,,,2,53,11,2,1,5,5,2,3,2,1,2021-08-28 22:43:11,2021-08-28 22:44:01,1
4673,jQbjZCFt5d4c,3,,,1,43,46,2,1,1,2,2,3,1,1,2021-08-28 22:47:56,2021-08-28 22:51:06,3
4718,ypqIoymejn4y,3,,,1,49,14,2,1,2,6,2,3,1,1,2021-08-28 23:01:35,2021-08-28 23:02:33,1
4725,7hprbJpU7Zgg,10,,,2,57,13,2,1,4,6,2,3,1,4,2021-08-28 23:03:59,2021-08-28 23:06:05,2
4729,EdGV5wnagWTX,22,,,2,57,44,2,1,8,2,2,3,2,5,2021-08-28 23:05:18,2021-08-28 23:06:08,1
4772,cbfxpJqo3rmi,2,,,1,34,46,2,2,1,1,2,3,1,1,2021-08-28 23:16:41,2021-08-28 23:22:10,5
4784,B5mQR9dzQVGn,21,,,2,45,40,1,2,5,6,2,3,2,4,2021-08-28 23:18:36,2021-08-28 23:19:06,1
4786,Xd5wR9TBpgHd,21,,,2,49,1,1,2,1,2,2,3,2,1,2021-08-28 23:19:08,2021-08-28 23:19:55,1
4787,AxM10OlK6uFG,21,,,2,45,14,1,2,9,6,2,3,2,4,2021-08-28 23:20:11,2021-08-28 23:20:47,1
4795,6JvBJm237RPu,3,,,1,46,11,3,2,11,6,2,3,1,1,2021-08-28 23:23:35,2021-08-28 23:24:36,1
4797,fPp6BkJyMoXP,6,,,1,79,40,2,1,14,2,2,3,1,1,2021-08-28 23:24:01,2021-08-28 23:26:03,2
4824,SHhSlmyhti9n,21,,,2,49,14,2,1,12,2,2,3,2,4,2021-08-28 23:31:39,2021-08-28 23:32:26,1
4825,LAo2bVarbrl1,10,,,2,50,4,2,1,12,2,2,3,1,1,2021-08-28 23:32:37,2021-08-28 23:33:36,1
4829,OZDokBU10hiq,7,,,2,21,11,1,2,13,2,2,3,1,1,2021-08-28 23:33:54,2021-08-28 23:34:47,1
4833,XykLZqQ5js4T,4,,,1,52,28,2,1,1,7,2,3,1,1,2021-08-28 23:36:18,2021-08-28 23:37:07,1
4860,iRZ4VnSkCCHw,15,,,1,46,10,1,2,1,6,2,3,2,5,2021-08-28 23:48:22,2021-08-28 23:49:08,1
4863,Af64x0JeqyTY,15,,,1,48,13,1,2,2,6,2,3,2,1,2021-08-28 23:49:08,2021-08-28 23:50:03,1
4876,lI5McvpXoWSW,9,,,2,49,1,2,1,1,5,2,3,1,5,2021-08-28 23:54:39,2021-08-28 23:55:34,1
4885,5fnJhQ7qK60Q,4,,,1,58,11,1,2,2,6,2,3,1,5,2021-08-28 23:56:25,2021-08-28 23:57:12,1
4886,9eWIHWg1GMBo,3,,,1,48,26,1,2,1,7,2,3,1,4,2021-08-28 23:56:30,2021-08-28 23:57:09,1
4902,V9ZSw6g7zWON,18,,,1,73,11,2,1,14,6,2,3,2,5,2021-08-29 0:03:21,2021-08-29 0:06:17,3
4915,fKXxoYVkVkJo,18,,,1,71,1,1,2,14,6,2,3,2,5,2021-08-29 0:08:12,2021-08-29 0:08:46,1
4919,Gfx5VQ0MTIn5,4,,,1,59,4,1,2,2,6,2,3,1,1,2021-08-29 0:09:13,2021-08-29 0:10:04,1
4927,mu7SII3kAa5F,5,,,1,63,1,2,2,12,6,2,3,1,5,2021-08-29 0:11:33,2021-08-29 0:12:44,1
4928,PcKgwumwXx1Q,12,,,2,74,10,3,2,14,5,2,3,1,4,2021-08-29 0:11:44,2021-08-29 0:12:21,1
4957,rM50lwFSV2Oz,7,,,2,22,22,1,2,13,2,2,3,1,1,2021-08-29 0:23:05,2021-08-29 0:23:55,1
4979,y8ql2kNinxLt,18,,,1,77,27,1,2,14,3,2,3,2,4,2021-08-29 0:35:14,2021-08-29 0:37:35,2
5018,W9H0xukl8llj,9,,,2,47,26,1,2,5,2,2,3,1,5,2021-08-29 0:59:14,2021-08-29 1:02:07,3
5040,S8TfxIvTqsts,22,,,2,50,19,2,1,12,2,2,3,2,2,2021-08-29 1:19:08,2021-08-29 1:20:40,2
5048,fwPhGVSVF7nN,7,,,2,22,11,1,2,13,2,2,3,1,1,2021-08-29 1:28:07,2021-08-29 1:28:50,1
5054,y3f4AwOMtXyG,18,,,1,75,13,3,1,6,6,2,3,2,5,2021-08-29 1:33:52,2021-08-29 1:36:05,2
5071,YTW7YbewFWz3,11,,,2,62,14,3,1,11,6,2,3,1,1,2021-08-29 1:58:54,2021-08-29 2:00:12,1
5079,DHPg0bWyNLnt,10,,,2,50,32,2,1,11,5,2,3,1,1,2021-08-29 2:05:40,2021-08-29 2:06:33,1
5086,LZHtH2c4AS64,4,,,1,53,43,2,1,2,7,2,3,1,1,2021-08-29 2:24:14,2021-08-29 2:25:35,1
5099,cPUm3P9TuNO5,18,,,1,73,4,2,1,14,6,2,3,2,4,2021-08-29 2:43:44,2021-08-29 2:45:40,2
5104,3vA3Md5jX1Wu,18,,,1,71,14,2,1,14,2,2,3,2,4,2021-08-29 2:52:01,2021-08-29 2:53:51,2
5142,BJ7Vi1c8ZO2B,7,,,2,27,14,1,2,1,6,2,3,1,1,2021-08-29 3:45:48,2021-08-29 3:46:33,1
5170,yNDTWxXQ3NuD,5,,,1,66,26,3,1,5,4,2,3,1,5,2021-08-29 4:26:05,2021-08-29 4:26:49,1
5207,rah8xUsXipw0,18,,,1,72,11,2,1,12,4,2,3,2,4,2021-08-29 4:50:06,2021-08-29 4:51:29,1
5215,Yu3Ftxa30wBh,5,,,1,60,3,2,1,5,6,2,3,1,4,2021-08-29 4:55:22,2021-08-29 4:56:52,2
5287,qXuiWERGLFrg,18,,,1,79,30,2,1,11,2,2,3,2,4,2021-08-29 5:49:27,2021-08-29 5:50:31,1
5291,FV065E3TC7oK,18,,,1,72,40,2,1,14,1,2,3,2,4,2021-08-29 5:52:20,2021-08-29 5:53:27,1
5330,c9WletyoauAi,6,,,1,72,24,1,2,14,6,2,3,1,5,2021-08-29 6:10:40,2021-08-29 6:11:54,1
5347,szhoBSjd3PUS,5,,,1,67,37,3,1,14,6,2,3,1,4,2021-08-29 6:15:00,2021-08-29 6:15:49,1
5416,d5mzWpFp5aUY,5,,,1,63,2,2,2,14,2,2,3,1,4,2021-08-29 6:36:36,2021-08-29 6:37:34,1
5420,AgmW9KWDbuKd,18,,,1,72,12,2,2,14,2,2,3,2,1,2021-08-29 6:38:16,2021-08-29 6:40:05,2
5422,BNsYMk3ZNz4A,4,,,1,52,15,1,2,14,6,2,3,1,1,2021-08-29 6:39:08,2021-08-29 6:39:53,1
5432,SCYcpWoIQH9W,18,,,1,72,13,2,2,14,6,2,3,2,4,2021-08-29 6:43:19,2021-08-29 6:44:35,1
5440,gTje4ilXHgpr,10,,,2,55,4,2,1,12,6,2,3,1,5,2021-08-29 6:48:32,2021-08-29 6:49:27,1
5441,3sRdi1Yf47vg,3,,,1,46,45,2,1,1,2,2,3,1,5,2021-08-29 6:48:41,2021-08-29 6:49:34,1
5465,iIfMbnjA4r54,3,,,1,42,12,2,1,1,6,2,3,1,1,2021-08-29 6:54:54,2021-08-29 6:55:37,1
5469,SRAGU4a6uHaI,4,,,1,55,33,2,1,1,6,2,3,1,1,2021-08-29 6:55:06,2021-08-29 6:56:04,1
5495,Z2KJt6GhkEgJ,5,,,1,61,10,2,1,1,2,2,3,1,4,2021-08-29 7:03:00,2021-08-29 7:04:06,1
5516,yPQRNJHYWvyR,12,,,2,74,17,2,1,12,6,2,3,1,4,2021-08-29 7:12:00,2021-08-29 7:14:16,2
5541,6je4lQ26ZknY,10,,,2,51,6,1,2,4,6,2,3,1,1,2021-08-29 7:21:19,2021-08-29 7:22:18,1
5565,zVHIi47M8zbr,11,,,2,60,23,2,1,5,5,2,3,1,5,2021-08-29 7:31:14,2021-08-29 7:31:58,1
5596,NBqq0ZUp1F8O,11,,,2,60,1,2,1,12,6,2,3,1,1,2021-08-29 7:40:43,2021-08-29 7:41:37,1
5610,pL4SnkAfO5ES,5,,,1,60,7,2,1,5,6,2,3,1,5,2021-08-29 7:44:14,2021-08-29 7:45:18,1
5615,WvW2PQNkM0Nj,9,,,2,45,14,2,1,11,4,2,3,1,1,2021-08-29 7:45:16,2021-08-29 7:46:29,1
5742,1FN7SXlJV7og,4,,,1,58,20,2,1,10,6,2,3,1,4,2021-08-29 8:18:51,2021-08-29 8:19:35,1
5772,u85AI7beHgX1,10,,,2,51,27,2,1,11,4,2,3,1,1,2021-08-29 8:26:51,2021-08-29 8:27:50,1
5846,sJvqeyMziGWF,11,,,2,61,42,2,1,6,2,2,3,1,4,2021-08-29 8:44:43,2021-08-29 8:46:26,2
5899,ny5Z9liZxQQH,9,,,2,46,14,2,1,11,6,2,3,1,1,2021-08-29 8:58:54,2021-08-29 9:00:58,2
5911,uuLuV6d3rJFw,4,,,1,58,46,2,1,6,6,2,3,1,4,2021-08-29 9:01:21,2021-08-29 9:02:19,1
5914,me1ml1BwdF0X,4,,,1,57,26,2,1,14,6,2,3,1,4,2021-08-29 9:02:30,2021-08-29 9:03:33,1
5929,xCgJiBTZkijE,4,,,1,57,13,2,1,2,2,2,3,1,1,2021-08-29 9:05:10,2021-08-29 9:05:58,1
5960,BMiLPzQ3VGWo,7,,,2,20,28,1,2,14,1,2,3,1,1,2021-08-29 9:12:43,2021-08-29 9:13:49,1
5972,UICcBMDLuJZu,12,,,2,70,11,2,1,12,6,2,3,1,5,2021-08-29 9:15:00,2021-08-29 9:16:08,1
5987,RaT4k486JIOQ,11,,,2,61,14,2,2,15,4,2,3,1,5,2021-08-29 9:19:28,2021-08-29 9:20:02,1
6060,kefOW9iv33ky,10,,,2,51,5,1,2,11,2,2,3,1,5,2021-08-29 9:30:50,2021-08-29 9:31:24,1
6122,yn3xc0jijQfy,4,,,1,52,26,1,2,11,4,2,3,1,1,2021-08-29 9:46:42,2021-08-29 9:48:11,1
6132,MFVgKRBirnvg,9,,,2,49,26,2,2,11,4,2,3,1,1,2021-08-29 9:50:17,2021-08-29 9:51:11,1
6151,O4WcDoOVNvjR,4,,,1,57,13,1,2,1,6,2,3,1,5,2021-08-29 9:52:31,2021-08-29 9:53:14,1
6202,mTHP6Wwp7fJy,5,,,1,63,9,1,2,14,6,2,3,1,5,2021-08-29 10:04:07,2021-08-29 10:04:38,1
6250,eB51fRZU44B8,10,,,2,58,3,1,2,1,5,2,3,1,3,2021-08-29 10:12:46,2021-08-29 10:15:52,3
6467,CpRGkTub6TBm,7,,,2,26,37,2,1,12,6,2,3,1,1,2021-08-29 11:11:39,2021-08-29 11:12:23,1
6574,Pmqmyj9za2g5,3,,,1,42,12,1,2,14,1,2,3,1,1,2021-08-29 11:27:50,2021-08-29 11:28:44,1
6648,tZPxO7SuO6xM,10,,,2,53,23,2,1,12,4,2,3,1,4,2021-08-29 11:36:01,2021-08-29 11:37:05,1
6670,CJD7oNJdubcM,11,,,2,62,5,2,1,11,5,2,3,1,4,2021-08-29 11:38:57,2021-08-29 11:40:20,1
6699,nfgzdKmCSyDv,6,,,1,72,23,2,1,14,2,2,3,1,4,2021-08-29 11:42:00,2021-08-29 11:43:15,1
6718,v5w0CKlMaskI,5,,,1,61,15,1,2,3,7,2,3,1,5,2021-08-29 11:44:42,2021-08-29 11:45:22,1
6766,DknCLFpcfHq4,12,,,2,72,27,2,2,12,2,2,3,1,4,2021-08-29 11:51:21,2021-08-29 11:52:00,1
6768,ZExZXGB7iKwq,9,,,2,47,14,1,2,15,2,2,3,1,4,2021-08-29 11:51:25,2021-08-29 11:52:26,1
6930,OrpaX6MZDhYh,11,,,2,63,13,2,2,11,6,2,3,1,4,2021-08-29 12:19:00,2021-08-29 12:20:37,2
7127,VCTW4SWUKwbH,12,,,2,70,34,2,1,12,6,2,3,1,1,2021-08-29 12:42:45,2021-08-29 12:45:53,3
7173,HnYsel06aB9e,6,,,1,75,13,3,1,15,2,2,3,1,4,2021-08-29 12:47:58,2021-08-29 12:49:19,1
7263,HnZqY6e1RI6E,2,,,1,36,34,2,1,1,1,2,3,1,1,2021-08-29 12:57:13,2021-08-29 12:58:35,1
7350,bhsn5vMyCua7,5,,,1,62,28,2,1,1,7,2,3,1,4,2021-08-29 13:03:35,2021-08-29 13:04:19,1
7420,ZgNKH0R225va,10,,,2,55,33,2,1,1,2,2,3,1,1,2021-08-29 13:07:55,2021-08-29 13:09:01,1
7481,GrPmxJrKkJgx,2,,,1,36,13,2,1,1,6,2,3,1,1,2021-08-29 13:12:43,2021-08-29 13:13:31,1
7508,6akd2uTxiUTo,6,,,1,73,29,2,1,14,3,2,3,1,4,2021-08-29 13:14:07,2021-08-29 13:15:27,1
7569,XMz07gL5Pw91,7,,,2,21,14,1,2,13,2,2,3,1,4,2021-08-29 13:18:32,2021-08-29 13:19:32,1
7692,MDvnTuXDjJfk,6,,,1,72,1,2,1,5,6,2,3,1,4,2021-08-29 13:26:25,2021-08-29 13:28:38,2
7710,zXjqtpGwUPhX,12,,,2,71,40,2,1,12,6,2,3,1,2,2021-08-29 13:27:22,2021-08-29 13:29:18,2
7713,eAutWS1XmYQt,5,,,1,68,42,3,2,6,2,2,3,1,4,2021-08-29 13:27:26,2021-08-29 13:28:34,1
7732,xIiRKzu31Owx,6,,,1,74,24,2,1,14,6,2,3,1,4,2021-08-29 13:29:14,2021-08-29 13:30:37,1
7896,wCr3Yfcg8yy8,6,,,1,77,26,3,1,6,3,2,3,1,5,2021-08-29 13:38:29,2021-08-29 13:39:58,1
7921,JY4cwFqctox0,6,,,1,72,12,2,1,14,6,2,3,1,1,2021-08-29 13:40:01,2021-08-29 13:41:04,1
7931,Pp5rDIKcCYaC,9,,,2,48,13,2,1,11,4,2,3,1,1,2021-08-29 13:40:52,2021-08-29 13:41:52,1
7943,vLXHWl1kEMH5,6,,,1,71,37,3,2,11,6,2,3,1,4,2021-08-29 13:41:44,2021-08-29 13:42:48,1
7995,r5uvBVR2nIi3,6,,,1,74,20,2,1,6,6,2,3,1,2,2021-08-29 13:44:22,2021-08-29 13:50:22,6
8421,vHvozQN3p6Fj,5,,,1,60,16,2,2,3,6,2,3,1,1,2021-08-29 14:10:59,2021-08-29 14:12:06,1
8562,YTX3VIEMmC4A,6,,,1,73,11,2,1,14,6,2,3,1,4,2021-08-29 14:19:34,2021-08-29 14:20:46,1
8582,eG3ZvAEElGL2,7,,,2,26,40,1,2,1,3,2,3,1,1,2021-08-29 14:21:05,2021-08-29 14:21:43,1
8646,9kdW8CTPuMi1,7,,,2,22,34,1,2,1,2,2,3,1,1,2021-08-29 14:26:01,2021-08-29 14:26:53,1
8695,NpYXC3svMZ54,11,,,2,60,40,2,1,3,6,2,3,1,4,2021-08-29 14:29:57,2021-08-29 14:31:00,1
8720,hC2p45hIgKoJ,5,,,1,67,2,2,1,14,6,2,3,1,5,2021-08-29 14:31:27,2021-08-29 14:32:38,1
8764,nDvTZY7CXQiK,5,,,1,63,33,1,2,14,2,2,3,1,5,2021-08-29 14:35:35,2021-08-29 14:36:46,1
8772,nMkKDcHDySxh,6,,,1,78,11,2,1,14,2,2,3,1,5,2021-08-29 14:34:08,2021-08-29 14:35:02,1
8842,WJXVh621r2VW,11,,,2,61,40,3,1,14,6,2,3,1,1,2021-08-29 14:39:00,2021-08-29 14:41:17,2
8865,tK8lLs8KAvET,2,,,1,34,45,2,1,1,6,2,3,1,1,2021-08-29 14:40:22,2021-08-29 14:41:24,1
8903,yWiqusvrs8Db,5,,,1,60,5,2,1,1,2,2,3,1,1,2021-08-29 14:42:03,2021-08-29 14:43:24,1
